age,chaksunT,chaksunY,chaksun_6,debut,hrName,hrNo,meet,name,ord1CntT,ord1CntY,ord2CntT,ord2CntY,qnlRateT,qnlRateY,rcCntT,rcCntY,recentBudam,recentOrd,recentRank,recentRating,recentRcDate,recentRcDist,recentRcName,recentRcNo,recentRcTime,recentWgBudam,recentWgHr,sex,winRateT,winRateY
3,66000000,37200000,28800000,20240914,자체발광,0055896,서울,미국,0,0,4,2,20,16.7,20,12,핸디캡,11,혼4등급,42,20260302,1700,일반,7,115,54,529,거,0,0
5,248050000,36270000,6600000,20230721,선봉대,3103372,제주,한국,7,0,10,3,73.9,50,23,6,핸디캡,3,제1등급,106,20260302,1200,일반,7,94.4,51,300,거,30.4,0
5,209350000,32800000,24200000,20230304,해상,3102027,제주,한국,8,1,4,0,41.4,14.3,29,7,핸디캡,5,제1등급,101,20260302,1200,일반,7,94.4,51,311,거,27.6,14.3
3,29400000,13800000,10800000,20240818,히어로짱,0054666,서울,미국,0,0,1,0,9.1,0,11,6,핸디캡,6,혼4등급,37,20260302,1700,일반,7,111.3,52.5,408,거,0,0
6,217930000,31940000,30090000,20221126,명품세계,3102353,제주,한국,8,1,7,1,38.5,28.6,39,7,핸디캡,6,제1등급,101,20260302,1200,일반,7,94.6,51,275,수,20.5,14.3
9,413175000,2500000,0,20190824,미래황제,3018046,제주,한국,14,0,7,0,40.4,0,52,3,핸디캡,7,제1등급,126,20260302,1200,일반,7,95.6,62,306,수,26.9,0
14,510229120,37460000,25000000,20140208,새벽바람,3014773,제주,한국,18,1,15,0,27.7,14.3,119,7,핸디캡,8,제1등급,115,20260302,1200,일반,7,95.8,56.5,294,거,15.1,14.3
2,3000000,3000000,3000000,20250927,마이슈퍼맨,0055622,서울,미국,0,0,0,0,0,0,5,5,핸디캡,4,혼4등급,36,20260302,1200,일반,8,76.1,54,467,수,0,0
4,176850000,140400000,60750000,20240928,리멤버어게인,0050741,서울,한국,4,3,3,2,58.3,62.5,12,8,핸디캡,1,혼3등급,69,20260302,1600,일반,9,100.3,55.5,482,거,33.3,37.5
3,129150000,46500000,46500000,20250125,마이티에버,0056589,서울,미국,2,0,2,2,44.4,33.3,9,6,핸디캡,2,혼3등급,70,20260302,1600,일반,9,100.5,54.5,467,수,22.2,0
4,157200000,78000000,19500000,20231216,콜긴,0054012,서울,미국,2,0,3,2,20.8,16.7,24,12,핸디캡,5,혼3등급,58,20260302,1600,일반,9,102.4,54,482,거,8.3,0
2,0,0,0,20260306,헌트릭스,0053812,부산경남,한국,0,0,0,0,0,0,1,1,별정A,10,국6등급,0,20260306,1200,일반,1,84.5,54,492,암,0,0
3,0,0,0,20250808,엘리트공주,3105308,제주,한국,0,0,0,0,0,0,4,4,별정A,10,제6등급,0,20260306,900,일반,1,78.1,55,269,암,0,0
2,5320000,5320000,5320000,20251114,만석황후,3108450,제주,한국,0,0,1,1,33.3,33.3,3,3,별정A,2,제6등급,0,20260306,900,일반,1,73.8,55,266,암,0,0
3,12600000,12600000,12600000,20260109,나인틴나인원,0053180,부산경남,한국,0,0,0,0,0,0,2,2,별정A,3,국6등급,0,20260306,1200,일반,1,76.2,54,426,암,0,0
2,2100000,2100000,2100000,20260306,시종일관,3107853,제주,한국,0,0,0,0,0,0,1,1,별정A,3,제6등급,0,20260306,900,일반,1,74.6,55,261,거,0,0
3,4760000,4760000,4060000,20250822,아름답다,3104129,제주,한국,0,0,0,0,0,0,6,6,별정A,4,제6등급,0,20260306,900,일반,1,74.9,55,236,암,0,0
3,1680000,1680000,1680000,20251114,최고정점,3108216,제주,한국,0,0,0,0,0,0,4,4,별정A,5,제6등급,0,20260306,900,일반,1,75.2,55,259,거,0,0
3,0,0,0,20260213,녹원매직,3107551,제주,한국,0,0,0,0,0,0,2,2,별정A,7,제6등급,0,20260306,900,일반,1,75.8,55,267,거,0,0
2,3220000,3220000,3220000,20260206,킹메이커,3107367,제주,한국,0,0,1,1,50,50,2,2,별정A,8,제6등급,0,20260306,900,일반,1,76,55,252,암,0,0
3,0,0,0,20260306,드림빅,0053519,부산경남,한국,0,0,0,0,0,0,1,1,별정A,9,국6등급,0,20260306,1200,일반,1,81,54,432,암,0,0
3,0,0,0,20260306,모구리,3108146,제주,한국,0,0,0,0,0,0,1,1,별정A,9,제6등급,0,20260306,900,일반,1,77.1,55,263,수,0,0
3,0,0,0,20260109,원더풀머드,0051664,부산경남,한국,0,0,0,0,0,0,3,3,별정A,11,국6등급,0,20260306,1400,일반,2,92.6,55,452,암,0,0
2,0,0,0,20251228,울트라비전,0053710,부산경남,한국,0,0,0,0,0,0,4,4,별정A,12,국6등급,0,20260306,1400,일반,2,93.7,51.5,430,암,0,0
3,12600000,12600000,8400000,20250809,테미스,0052837,부산경남,한국,0,0,1,1,20,20,5,5,별정A,2,국6등급,0,20260306,1400,일반,2,90.6,54.5,466,암,0,0
3,7500000,7500000,7500000,20251031,논스톱허그,0052895,부산경남,한국,0,0,0,0,0,0,3,3,별정A,5,국6등급,0,20260306,1400,일반,2,91,54.5,438,암,0,0
3,0,0,0,20250809,스위트파워,0056765,부산경남,한국,0,0,0,0,0,0,4,4,별정A,6,국6등급,0,20260306,1400,일반,2,91,56.5,451,수,0,0
3,8470000,8470000,1470000,20250912,우화,3104254,제주,한국,1,1,0,0,12.5,12.5,8,8,핸디캡,7,제5등급,1,20260306,900,일반,2,74,51.5,278,암,12.5,12.5
4,20930000,7770000,2520000,20240614,전개속도,3104288,제주,한국,1,0,0,0,4.8,0,21,12,핸디캡,8,제5등급,1,20260306,900,일반,2,74.8,51.5,260,거,4.8,0
3,86400000,86400000,86400000,20251102,영영브라보,0053529,부산경남,한국,3,3,1,1,80,80,5,5,핸디캡,1,국5등급,42,20260306,1300,일반,3,81.8,56,470,거,60,60
3,28000000,20580000,7770000,20241227,대명,3105288,제주,한국,0,0,4,2,28.6,18.2,14,11,핸디캡,10,제5등급,16,20260306,1000,일반,3,85.7,58.5,245,암,0,0
3,65250000,65250000,38700000,20250704,앙코르,0052906,부산경남,한국,1,1,2,2,33.3,33.3,9,9,핸디캡,2,국5등급,39,20260306,1300,일반,3,82,56.5,520,수,11.1,11.1
2,13720000,13720000,13720000,20251002,천하일품,3107590,제주,한국,0,0,2,2,33.3,33.3,6,6,핸디캡,2,제5등급,11,20260306,1000,일반,3,83.2,52,284,거,0,0
4,70500000,40050000,20250000,20231112,광속마,0047495,부산경남,한국,1,0,4,3,20.8,30,24,10,핸디캡,3,국5등급,32,20260306,1300,일반,3,82.7,55.5,461,거,4.2,0
3,7280000,5180000,0,20241101,잘나가,3104249,제주,한국,0,0,0,0,0,0,13,8,핸디캡,6,제5등급,1,20260306,1000,일반,3,85,51,270,거,0,0
3,55200000,22500000,18900000,20241117,플라잉레이스,0051821,부산경남,한국,1,0,1,0,12.5,0,16,12,핸디캡,6,국5등급,29,20260306,1300,일반,3,83.1,54,484,거,6.3,0
3,27600000,27600000,21000000,20250720,불의신전,0051516,부산경남,한국,1,1,1,1,22.2,22.2,9,9,핸디캡,7,국5등급,28,20260306,1300,일반,3,83.4,54,472,수,11.1,11.1
3,35400000,11700000,9900000,20241115,글로벌원더,0051672,부산경남,한국,1,0,1,1,15.4,14.3,13,7,핸디캡,10,국5등급,29,20260306,1800,일반,4,120.3,54.5,499,수,7.7,0
4,35100000,31500000,8100000,20240906,월드태양,0051248,부산경남,한국,1,1,0,0,4.5,7.1,22,14,핸디캡,12,국5등급,26,20260306,1800,일반,4,121.6,51,477,암,4.5,7.1
3,30100000,28000000,21000000,20250329,돌격본능,3104703,제주,한국,2,2,1,1,30,33.3,10,9,핸디캡,3,제5등급,15,20260306,1000,일반,4,83.5,57,260,거,20,22.2
3,32700000,32700000,27000000,20250420,세련된위선,0051902,부산경남,한국,1,1,0,0,10,10,10,10,핸디캡,7,국5등급,29,20260306,1800,일반,4,119.6,54,461,거,10,10
5,12470000,1470000,0,20230902,장림천하,3101836,제주,한국,1,0,0,0,4.8,0,21,8,핸디캡,8,제5등급,1,20260306,1000,일반,4,84.4,51,271,거,4.8,0
3,39000000,39000000,12600000,20241215,유림스카이,0051800,부산경남,한국,1,1,1,1,13.3,18.2,15,11,핸디캡,9,국5등급,31,20260306,1800,일반,4,120.3,55.5,442,거,6.7,9.1
4,159900000,87600000,46200000,20240419,퀸오브드래곤,0050169,부산경남,한국,2,1,7,2,47.4,30,19,10,핸디캡,1,국4등급,52,20260306,1400,일반,5,89.1,52,471,암,10.5,10
4,44250000,44250000,23950000,20250404,선봉여명,3104220,제주,한국,2,2,3,3,50,50,10,10,핸디캡,1,제4등급,32,20260306,1110,일반,5,90.5,51,283,암,20,20
9,111010000,14820000,14820000,20200702,대별왕,3018038,제주,한국,5,1,6,0,20,12.5,55,8,핸디캡,10,제4등급,29,20260306,1110,일반,5,95.3,55,254,거,9.1,12.5
4,100350000,100350000,57750000,20241213,로드투스프링,0051392,부산경남,한국,3,3,2,2,38.5,45.5,13,11,핸디캡,11,국4등급,48,20260306,1400,일반,5,91.5,54,487,암,23.1,27.3
3,82050000,78750000,50100000,20240816,닥터컬린,0051883,부산경남,한국,2,2,2,2,22.2,33.3,18,12,핸디캡,2,국4등급,40,20260306,1400,일반,5,89.2,52.5,493,암,11.1,16.7
4,82200000,66750000,27150000,20241011,끝판여걸,0050851,부산경남,한국,1,1,5,3,40,36.4,15,11,핸디캡,5,국4등급,39,20260306,1400,일반,5,89.8,52.5,463,암,6.7,9.1
4,73020000,39000000,33280000,20231124,가온전설,3103692,제주,한국,4,2,5,1,60,33.3,15,9,핸디캡,6,제4등급,40,20260306,1110,일반,5,93,60,287,암,26.7,22.2
2,57150000,57150000,49350000,20250711,크리스털물결,0054209,부산경남,한국,2,2,0,0,25,25,8,8,핸디캡,6,국4등급,37,20260306,1400,일반,5,90,52.5,474,암,25,25
4,69600000,50850000,24300000,20241025,블랙트리,0052145,부산경남,한국,2,1,2,2,25,25,16,12,핸디캡,7,국4등급,37,20260306,1400,일반,5,90.2,52.5,498,암,12.5,8.3
4,91500000,40650000,20250000,20241129,플라잉메니스,0051345,부산경남,한국,1,0,4,2,33.3,20,15,10,핸디캡,8,국4등급,38,20260306,1400,일반,5,90.4,52.5,472,암,6.7,0
10,280849400,0,0,20170908,무소불위,3017143,제주,한국,12,0,3,0,11.6,0,129,9,핸디캡,8,제4등급,33,20260306,1110,일반,5,94.5,57,273,거,9.3,0
4,76450000,37900000,9900000,20241011,플래시런,0050842,부산경남,한국,1,0,3,1,40,20,10,5,핸디캡,9,국4등급,38,20260306,1400,일반,5,90.8,52.5,485,암,10,0
5,58000000,0,0,20240816,일품성,3103874,제주,한국,4,0,2,0,46.2,0,13,6,핸디캡,9,제4등급,32,20260306,1110,일반,5,95.2,56,239,거,30.8,0
3,138600000,112050000,77400000,20241115,플렉스엔진,0051629,부산경남,한국,4,3,1,1,38.5,40,13,10,핸디캡,1,혼4등급,48,20260306,1200,일반,6,75.5,54.5,488,수,30.8,30
3,51750000,51750000,27000000,20250613,파워풀런,0053132,부산경남,한국,2,2,0,0,33.3,33.3,6,6,핸디캡,12,혼4등급,38,20260306,1200,일반,6,77.4,52.5,433,암,33.3,33.3
3,131550000,105000000,40200000,20240913,닥터시티,0051352,부산경남,한국,2,1,4,4,31.6,41.7,19,12,핸디캡,2,혼4등급,46,20260306,1200,일반,6,75.6,51.5,479,수,10.5,8.3
4,91650000,91650000,43800000,20250307,그랜드모어,0050817,부산경남,한국,3,3,1,1,50,57.1,8,7,핸디캡,3,혼4등급,50,20260306,1200,일반,6,75.8,58,516,거,37.5,42.9
4,72100000,21730000,17110000,20231117,백록천주,3103767,제주,한국,2,0,3,2,15.6,14.3,32,14,핸디캡,6,제4등급,21,20260306,1110,일반,6,93.2,51,251,암,6.3,0
3,3000000,3000000,3000000,20250330,스카이퍼슨,0056574,부산경남,미국,0,0,0,0,0,0,3,3,핸디캡,8,혼4등급,39,20260306,1200,일반,6,76.7,53.5,503,거,0,0
2,32830000,32830000,32830000,20251107,람바다,3108047,제주,한국,3,3,1,1,80,80,5,5,핸디캡,9,제4등급,28,20260306,1110,일반,6,94,54.5,262,거,60,60
4,75600000,44550000,34650000,20241222,메가플레이,0054097,부산경남,한국,2,1,2,2,36.4,42.9,11,7,핸디캡,9,혼4등급,36,20260306,1200,일반,6,76.8,52.5,500,수,18.2,14.3
2,140400000,140400000,107400000,20250801,닥터크리스,0053504,부산경남,한국,4,4,2,2,75,75,8,8,핸디캡,1,혼3등급,68,20260306,1800,일반,7,116.5,53.5,534,수,50,50
11,191821200,21320000,16900000,20171110,삼다비행,3017140,제주,한국,10,1,6,0,15.2,7.1,105,14,핸디캡,10,제4등급,30,20260306,1200,일반,7,103.9,55.5,284,거,9.5,7.1
4,134250000,101250000,0,20240830,원대한꿈,0054743,부산경남,미국,3,2,1,1,30.8,37.5,13,8,핸디캡,11,혼3등급,58,20260306,1800,일반,7,119.7,55,497,거,23.1,25
4,148500000,57600000,0,20230623,운주위너,1412358,부산경남,한국,3,1,4,1,25.9,20,27,10,핸디캡,12,혼3등급,55,20260306,1800,일반,7,125.5,53,498,거,11.1,10
4,200400000,182700000,115500000,20240901,트리플신화,0052077,부산경남,한국,4,4,5,3,52.9,63.6,17,11,핸디캡,2,혼3등급,65,20260306,1800,일반,7,118,57.5,515,수,23.5,36.4
4,51250000,32070000,15440000,20240426,굳셀건,3103717,제주,한국,2,2,5,1,36.8,27.3,19,11,핸디캡,4,제4등급,25,20260306,1200,일반,7,101.9,53,272,거,10.5,18.2
5,167550000,145650000,69750000,20231020,바이스로열,0052497,부산경남,미국,2,2,2,2,19,33.3,21,12,핸디캡,4,혼3등급,60,20260306,1800,일반,7,118.7,55.5,473,거,9.5,16.7
6,106860000,14820000,0,20220624,카라향,3101605,제주,한국,5,1,4,0,16.1,11.1,56,9,핸디캡,7,제4등급,21,20260306,1200,일반,7,102.2,51,278,거,8.9,11.1
5,82500000,31500000,29100000,20240218,크레이지아미,0053931,부산경남,미국,0,0,2,1,25,25,8,4,핸디캡,7,혼3등급,54,20260306,1800,일반,7,119.1,51,479,암,0,0
4,297600000,158750000,0,20240531,용비패왕,0050988,부산경남,한국,2,1,3,1,29.4,22.2,17,9,핸디캡,10,2등급,60,20260306,1400,일반,8,90.6,52.5,465,거,11.8,11.1
7,176730000,51220000,22630000,20220409,비상신호,3101281,제주,한국,7,2,8,1,23.1,21.4,65,14,핸디캡,10,제3등급,50,20260306,1300,일반,8,115.4,55.5,259,암,10.8,14.3
6,344350000,113500000,47800000,20230226,태왕신기,0045823,부산경남,한국,5,1,7,1,31.6,18.2,38,11,핸디캡,11,2등급,76,20260306,1400,일반,8,91.1,58.5,525,수,13.2,9.1
5,244800000,139650000,71400000,20230625,빛나는길,0050247,부산경남,한국,4,1,6,4,50,55.6,20,9,핸디캡,2,2등급,70,20260306,1400,일반,8,88.1,54,488,거,20,11.1
4,169600000,109650000,64350000,20231201,브루크킹맨,0047446,부산경남,한국,3,1,5,4,50,50,16,10,핸디캡,5,2등급,68,20260306,1400,일반,8,88.8,54,487,수,18.8,10
4,181800000,46950000,20100000,20240712,벌마의엔젤,0051454,부산경남,한국,4,0,2,2,35.3,22.2,17,9,핸디캡,6,2등급,66,20260306,1400,일반,8,89.3,53,504,수,23.5,0
7,317700000,57600000,0,20210529,윈드위너,0043670,부산경남,한국,5,1,3,0,19,10,42,10,핸디캡,7,2등급,71,20260306,1400,일반,8,89.6,56,489,거,11.9,10
4,102790000,29090000,1820000,20240301,만복,3103327,제주,한국,6,1,2,0,27.6,9.1,29,11,핸디캡,7,제3등급,41,20260306,1300,일반,8,113.7,51,287,거,20.7,9.1
4,118630000,36250000,1550000,20230916,봉천수,3103695,제주,한국,6,2,4,0,34.5,20,29,10,핸디캡,8,제3등급,52,20260306,1300,일반,8,113.7,56.5,264,수,20.7,20
5,275650000,53400000,0,20230813,금아디스팅션,0046952,부산경남,한국,4,0,5,1,36,11.1,25,9,핸디캡,8,2등급,71,20260306,1400,일반,8,90,52,476,거,16,0
3,27000000,27000000,27000000,20260117,플라잉아너,0053348,서울,한국,1,1,0,0,50,50,2,2,별정A,1,국6등급,29,20260307,1200,일반,1,74.1,56,481,거,50,50
4,0,0,0,20260307,돈마비행,3104205,제주,한국,0,0,0,0,0,0,1,1,별정A,10,제6등급,0,20260307,1000,일반,1,92,55,252,암,0,0
2,0,0,0,20251123,걸작크라운,0053691,서울,한국,0,0,0,0,0,0,2,2,별정A,10,국6등급,0,20260307,1200,일반,1,78,56,506,거,0,0
2,0,0,0,20260208,엑설런트스톰,0053685,서울,한국,0,0,0,0,0,0,2,2,별정A,11,국6등급,0,20260307,1200,일반,1,78.5,54,435,암,0,0
2,9900000,9900000,9900000,20251116,골든매치,0053842,서울,한국,0,0,1,1,50,50,2,2,별정A,2,국6등급,0,20260307,1200,일반,1,74.4,56,506,수,0,0
2,2250000,2250000,2250000,20251221,메탈인베이더,0053548,서울,한국,0,0,0,0,0,0,2,2,별정A,4,국6등급,0,20260307,1200,일반,1,75.3,56,490,거,0,0
3,1800000,1800000,1800000,20260307,스톰크러시,0053333,서울,한국,0,0,0,0,0,0,1,1,별정A,5,국6등급,0,20260307,1200,일반,1,75.4,54,475,암,0,0
4,4900000,4900000,4200000,20250920,경국지색,3104264,제주,한국,0,0,0,0,0,0,5,5,별정A,6,제6등급,0,20260307,1000,일반,1,87.2,55,265,암,0,0
2,0,0,0,20260208,누리퀸즈,0054421,서울,한국,0,0,0,0,0,0,2,2,별정A,7,국6등급,0,20260307,1200,일반,1,75.8,54,452,암,0,0
3,0,0,0,20260213,위대하게,3107823,제주,한국,0,0,0,0,0,0,2,2,별정A,7,제6등급,0,20260307,1000,일반,1,89,55,270,암,0,0
3,0,0,0,20260206,동방빛,3104642,제주,한국,0,0,0,0,0,0,2,2,별정A,8,제6등급,0,20260307,1000,일반,1,89.6,55,266,거,0,0
3,0,0,0,20260307,마패호,3107577,제주,한국,0,0,0,0,0,0,1,1,별정A,9,제6등급,0,20260307,1000,일반,1,90.7,55,273,거,0,0
3,0,0,0,20260307,에어로트레인,0052931,서울,한국,0,0,0,0,0,0,0,0,별정A,95,국6등급,0,20260307,1200,일반,1,0,56,0,수,0,0
6,211100000,90000000,13500000,20210828,아마존킹,0043864,서울,한국,3,1,5,2,17.8,25,45,12,핸디캡,10,국3등급,54,20260307,1200,일반,10,76.1,51,437,거,6.7,8.3
6,132400000,46200000,0,20230812,금빛강호,0046287,서울,한국,3,1,5,1,38.1,33.3,21,6,핸디캡,11,국3등급,60,20260307,1200,일반,10,76.6,52,523,거,14.3,16.7
4,180600000,88500000,20250000,20240720,리얼딜,0051324,서울,한국,3,1,3,2,46.2,42.9,13,7,핸디캡,2,국3등급,63,20260307,1200,일반,10,72.6,55,484,수,23.1,14.3
7,302400000,59250000,48750000,20211009,와일드삭스,0044287,서울,한국,5,1,6,0,22.9,9.1,48,11,핸디캡,4,국3등급,57,20260307,1200,일반,10,73.3,54,471,수,10.4,9.1
5,218400000,150450000,63750000,20230924,스타트렉,0046674,서울,한국,5,3,2,2,41.2,55.6,17,9,핸디캡,5,국3등급,64,20260307,1200,일반,10,73.5,57.5,524,거,29.4,33.3
7,258700000,125700000,49500000,20210703,예술이야,0044132,서울,한국,5,2,5,3,26.3,45.5,38,11,핸디캡,9,국3등급,57,20260307,1200,일반,10,75.4,54.5,511,거,13.2,18.2
4,279750000,210150000,135750000,20240706,한센브레이싱,0051084,서울,한국,7,5,2,0,60,62.5,15,8,핸디캡,1,2등급,76,20260307,1200,일반,11,72,52.5,410,암,46.7,62.5
5,307700000,69200000,32300000,20230702,미라클한강,0046832,서울,한국,3,0,8,2,33.3,14.3,33,14,핸디캡,11,2등급,70,20260307,1200,일반,11,74,53.5,492,거,9.1,0
5,328000000,138600000,101700000,20231203,벌교베리타스,0050265,서울,한국,6,1,5,3,50,40,22,10,핸디캡,2,2등급,82,20260307,1200,일반,11,72.1,58,497,수,27.3,10
3,225000000,180000000,54000000,20241214,나이스포스,0054787,서울,미국,5,4,0,0,50,50,10,8,핸디캡,4,2등급,80,20260307,1200,일반,11,72.3,55,531,수,50,50
4,251750000,98250000,0,20231015,라온탑플레이,0046979,서울,한국,5,2,3,0,38.1,25,21,8,핸디캡,6,2등급,76,20260307,1200,일반,11,73.3,52,501,수,23.8,25
4,229500000,101250000,68250000,20231015,엑설런트탄,1412210,서울,한국,4,1,5,2,37.5,30,24,10,핸디캡,7,2등급,71,20260307,1200,일반,11,73.5,53.5,503,거,16.7,10
4,369800000,167750000,85250000,20240615,실버레인,0052119,서울,한국,5,2,3,3,53.3,62.5,15,8,핸디캡,9,2등급,75,20260307,1200,일반,11,73.6,52,486,수,33.3,25
2,16500000,16500000,16500000,20251220,쏘아라하하,0053733,서울,한국,1,1,0,0,33.3,33.3,3,3,별정A,1,국6등급,29,20260307,1300,일반,2,81.3,56.5,489,수,33.3,33.3
4,22610000,14070000,11970000,20250117,낙천군주,3103618,제주,한국,1,1,2,0,23.1,11.1,13,9,핸디캡,1,제5등급,8,20260307,1000,일반,2,83.1,51,248,거,7.7,11.1
4,0,0,0,20251003,피엔에스러너,0051072,서울,한국,0,0,0,0,0,0,4,4,별정A,10,국6등급,0,20260307,1300,일반,2,87.2,57,453,거,0,0
2,16500000,16500000,16500000,20251221,래피드선더,0054523,서울,한국,0,0,2,2,100,100,2,2,별정A,2,국6등급,28,20260307,1300,일반,2,81.5,54.5,477,암,0,0
3,4200000,4200000,4200000,20251227,크레이지챔프,0053514,서울,한국,0,0,0,0,0,0,3,3,별정A,3,국6등급,0,20260307,1300,일반,2,81.7,54.5,469,암,0,0
2,7800000,7800000,7800000,20250802,이끌림,0053501,서울,한국,0,0,1,1,25,25,4,4,별정A,5,국6등급,0,20260307,1300,일반,2,83.1,56.5,476,거,0,0
3,0,0,0,20250802,스터닝칼리버,0053523,서울,한국,0,0,0,0,0,0,5,5,별정A,6,국6등급,0,20260307,1300,일반,2,83.3,56.5,517,수,0,0
3,41250000,27930000,11550000,20240914,강한승부,3104628,제주,한국,3,2,2,1,35.7,30,14,10,핸디캡,7,제5등급,19,20260307,1000,일반,2,84.6,60,290,암,21.4,20
4,21490000,10710000,7560000,20240531,돌격,3103596,제주,한국,1,0,0,0,4.2,0,24,12,핸디캡,9,제5등급,4,20260307,1000,일반,2,84.7,53,243,수,4.2,0
2,9900000,9900000,9900000,20251227,갓스피드,0053948,서울,한국,0,0,1,1,25,25,4,4,별정A,9,국6등급,0,20260307,1300,일반,2,86,54.5,433,암,0,0
3,0,0,0,20260307,신라의비술,0053139,서울,한국,0,0,0,0,0,0,0,0,별정A,94,국6등급,0,20260307,1300,일반,2,0,54.5,0,암,0,0
4,57080000,10500000,10500000,20240510,영웅킹,3105238,제주,한국,5,1,1,0,40,20,15,5,핸디캡,1,제5등급,25,20260307,1110,일반,3,95.8,59,261,거,33.3,20
7,92510000,17640000,0,20210723,황해장군,3018715,제주,한국,4,0,3,1,8.1,5.3,86,19,핸디캡,10,제5등급,7,20260307,1110,일반,3,97.3,53.5,276,거,4.7,0
4,1200000,1200000,0,20241020,벌교박강굴,0051436,서울,한국,0,0,0,0,0,0,12,7,별정A,10,국6등급,0,20260307,1400,일반,3,92.4,55,461,암,0,0
2,9600000,9600000,9600000,20251025,베스트프리덤,0054222,서울,한국,0,0,1,1,16.7,16.7,6,6,별정A,2,국6등급,0,20260307,1400,일반,3,88.4,56.5,489,수,0,0
4,43470000,10920000,2520000,20240809,동백천하,3104260,제주,한국,1,0,4,0,18.5,0,27,15,핸디캡,4,제5등급,11,20260307,1110,일반,3,96.2,55,280,거,3.7,0
4,5700000,5700000,5700000,20250511,크리솔포시,0047428,서울,한국,0,0,0,0,0,0,3,3,별정A,4,국6등급,0,20260307,1400,일반,3,88.9,55,427,암,0,0
5,57550000,17990000,4970000,20230922,행운대통,3102530,제주,한국,1,0,4,0,11.9,0,42,17,핸디캡,9,제5등급,16,20260307,1110,일반,3,97.1,58,269,암,2.4,0
3,30500000,30500000,30500000,20260109,용강아리아,3108125,제주,한국,3,3,0,0,100,100,3,3,핸디캡,1,제4등급,40,20260307,1110,일반,4,93.2,55,269,암,100,100
3,49800000,49800000,47550000,20250824,컴백홀리몰리,0053483,서울,한국,1,1,2,2,60,60,5,5,핸디캡,1,국5등급,36,20260307,1200,일반,4,73.4,53,470,수,20,20
7,119000000,10920000,3900000,20201219,서부여걸,3018722,제주,한국,5,0,9,0,25.9,0,54,9,핸디캡,10,제4등급,23,20260307,1110,일반,4,96.1,52.5,262,암,9.3,0
4,58950000,40950000,40950000,20241215,크레이지망고,0051435,서울,한국,2,1,1,1,33.3,33.3,9,6,핸디캡,2,국5등급,36,20260307,1200,일반,4,74.1,54,496,수,22.2,16.7
3,40050000,40050000,30150000,20250927,청산돌풍,0053240,서울,한국,0,0,3,3,50,50,6,6,핸디캡,3,국5등급,27,20260307,1200,일반,4,74.4,53,439,수,0,0
5,84200000,8550000,8550000,20221002,강철여걸,0045919,서울,한국,1,0,1,0,5.4,0,37,12,핸디캡,5,국5등급,32,20260307,1200,일반,4,74.6,54,447,암,2.7,0
8,127211000,20280000,1300000,20191227,영상대부,3018073,제주,한국,7,1,9,1,26.2,16.7,61,12,핸디캡,6,제4등급,31,20260307,1110,일반,4,94.4,56,296,거,11.5,8.3
5,49750000,21600000,21600000,20230723,분당쓰나미,0046749,서울,한국,1,0,2,2,13.6,16.7,22,12,핸디캡,7,국5등급,26,20260307,1200,일반,4,75.6,53.5,491,수,4.5,0
6,104220000,22100000,9100000,20220916,남문대로,3102267,제주,한국,5,0,5,2,31.3,18.2,32,11,핸디캡,7,제4등급,35,20260307,1110,일반,4,94.4,58.5,260,거,15.6,0
4,19500000,5400000,0,20241208,어플리트런,0050785,서울,한국,0,0,1,0,14.3,0,7,3,핸디캡,8,국5등급,26,20260307,1200,일반,4,75.6,53,460,거,0,0
3,61650000,61650000,51750000,20250913,랩처,0053633,서울,한국,2,2,1,1,50,50,6,6,핸디캡,1,국5등급,34,20260307,1300,일반,5,81,53,444,암,33.3,33.3
3,18600000,18600000,16800000,20250830,스마트해성,0053260,서울,한국,0,0,0,0,0,0,6,6,핸디캡,10,국5등급,25,20260307,1300,일반,5,83.4,52.5,458,암,0,0
12,249671850,0,0,20161105,문무태왕,3016573,제주,한국,12,0,8,0,29.9,0,67,6,핸디캡,10,제3등급,57,20260307,1200,일반,5,103.2,58,262,거,17.9,0
3,44550000,36600000,13500000,20241214,운주타임,0051549,서울,한국,1,1,2,2,30,42.9,10,7,핸디캡,2,국5등급,32,20260307,1300,일반,5,81.1,54.5,436,암,10,14.3
5,77300000,29700000,11700000,20230722,원더풀시킹,0046713,서울,한국,1,0,3,1,15.4,8.3,26,12,핸디캡,3,국5등급,31,20260307,1300,일반,5,81.1,54.5,460,암,3.8,0
3,35550000,35550000,35550000,20251101,카우보이삭스,0052817,서울,한국,1,1,0,0,25,25,4,4,핸디캡,4,국5등급,29,20260307,1300,일반,5,81.2,53.5,497,암,25,25
3,24600000,8100000,8100000,20240831,카라케이,0052135,서울,한국,0,0,2,0,20,0,10,5,핸디캡,5,국5등급,27,20260307,1300,일반,5,81.8,53,493,암,0,0
4,19950000,9150000,0,20240608,혜원용마,0047255,서울,한국,0,0,1,0,6.7,0,15,8,핸디캡,6,국5등급,23,20260307,1300,일반,5,82,52.5,459,암,0,0
6,132450000,20150000,0,20220409,신대륙,3103590,제주,한국,5,1,5,0,18.5,10,54,10,핸디캡,6,제3등급,47,20260307,1200,일반,5,101.5,53,282,수,9.3,10
4,66750000,24300000,8100000,20240622,아이엠고,0051120,서울,한국,1,0,2,1,17.6,10,17,10,핸디캡,7,국5등급,31,20260307,1300,일반,5,82.2,55,440,암,5.9,0
