age,chaksunT,chaksunY,chaksun_6,debut,hrName,hrNo,meet,name,ord1CntT,ord1CntY,ord2CntT,ord2CntY,qnlRateT,qnlRateY,rcCntT,rcCntY,recentBudam,recentOrd,recentRank,recentRating,recentRcDate,recentRcDist,recentRcName,recentRcNo,recentRcTime,recentWgBudam,recentWgHr,sex,winRateT,winRateY
5,5400000,0,0,20230910,질주천하,0046894,서울,한국,0,0,0,0,0,0,27,11,별정A,8,국6등급,0,20260117,1400,일반,3,91.1,55,474,암,0,0
5,92040000,21580000,1300000,20230218,천지태왕,3102094,제주,한국,5,1,3,1,22.9,20,35,10,핸디캡,5,제4등급,29,20260117,1110,일반,4,93.4,56.5,280,거,14.3,10
5,33750000,23250000,0,20231007,대원용마,1412289,서울,한국,0,0,2,1,9.5,12.5,21,8,핸디캡,10,국5등급,25,20260117,1200,일반,5,77.6,52.5,475,거,0,0
4,2400000,2400000,2400000,20241110,아트캐처,0056407,서울,미국,0,0,0,0,0,0,10,7,핸디캡,8,국5등급,34,20260117,1200,일반,5,76.8,55,477,암,0,0
4,74130000,43970000,13000000,20241011,백룡의힘,3103482,제주,한국,4,2,3,1,41.2,27.3,17,11,핸디캡,9,제3등급,41,20260117,1200,일반,5,102.6,51.5,285,거,23.5,18.2
13,282156900,0,0,20160220,백야행,3015520,제주,한국,17,0,7,0,30,0,80,3,핸디캡,7,제2등급,70,20260117,1300,일반,6,116.1,55,298,거,21.3,0
4,65850000,48750000,32850000,20241012,이슬처럼,0050937,서울,한국,1,1,2,1,23.1,22.2,13,9,핸디캡,6,혼4등급,37,20260117,1400,일반,9,88.7,51,454,암,7.7,11.1
3,23250000,23250000,23250000,20251018,유쾌한승자,0052814,서울,한국,1,1,0,0,25,25,4,4,별정A,1,국6등급,28,20260118,1200,일반,1,75.9,54.5,414,암,25,25
2,0,0,0,20251227,마스크맨,0053997,서울,한국,0,0,0,0,0,0,2,2,별정A,9,국6등급,0,20260118,1200,일반,1,86.7,56.5,495,거,0,0
5,356200000,147950000,4400000,20230722,행복한승자,0046719,서울,한국,5,2,7,2,54.5,57.1,22,7,핸디캡,5,1등급,81,20260118,1400,일반,10,85.9,52.5,477,암,22.7,28.6
3,23700000,23700000,22200000,20250803,블랙페페,0052946,서울,한국,1,1,0,0,20,20,5,5,별정A,1,국6등급,29,20260118,1400,일반,3,89.1,56.5,483,수,20,20
4,54900000,52650000,41250000,20250301,이클립스탱고,0051112,서울,한국,2,2,0,0,18.2,20,11,10,핸디캡,1,국5등급,43,20260118,1400,일반,4,86.6,51,502,수,18.2,20
2,16500000,16500000,16500000,20250823,크리솔스텝,0053550,서울,한국,0,0,2,2,50,50,4,4,핸디캡,6,국5등급,27,20260118,1400,일반,4,89.4,53,486,수,0,0
2,51900000,51900000,27150000,20250711,리플즈마린,0053648,부산경남,한국,2,2,0,0,28.6,28.6,7,7,핸디캡,11,혼4등급,37,20260118,1400,일반,5,91.4,52.5,462,암,28.6,28.6
5,105750000,16500000,6000000,20240316,어메이징록,1411900,서울,한국,3,0,0,0,15.8,0,19,6,핸디캡,4,국4등급,41,20260118,1700,일반,6,112.2,52.5,474,암,15.8,0
4,146500000,140700000,78000000,20231230,드래곤판타지,0047315,서울,한국,4,4,2,2,50,75,12,8,핸디캡,1,국3등급,64,20260118,1800,일반,7,115.7,53.5,477,거,33.3,50
4,134100000,102150000,3000000,20240720,스플렌디드,0050947,서울,한국,4,3,0,0,25,37.5,16,8,핸디캡,8,국3등급,53,20260118,1800,일반,7,117.9,52.5,502,수,25,37.5
7,194550000,20250000,0,20210918,세인트루카,0043845,서울,한국,4,0,1,0,13.9,0,36,8,핸디캡,10,혼3등급,53,20260118,1600,일반,8,103.6,52.5,506,수,11.1,0
3,99750000,79500000,0,20240818,브리도시리스,0054610,서울,미국,2,2,0,0,13.3,25,15,8,핸디캡,9,혼3등급,52,20260118,1600,일반,8,103.1,52.5,461,수,13.3,25
2,3750000,3750000,3750000,20251221,드림리메인,0060713,서울,미국,0,0,0,0,0,0,2,2,핸디캡,11,혼4등급,37,20260118,1200,일반,9,76.3,53.5,496,수,0,0
3,2100000,2100000,2100000,20260102,흑룡황후,3107581,제주,한국,0,0,0,0,0,0,2,2,별정A,10,제6등급,0,20260123,800,일반,1,71.5,55,274,암,0,0
2,1800000,1800000,1800000,20260102,태산신화,0053806,부산경남,한국,0,0,0,0,0,0,2,2,별정A,10,국6등급,0,20260123,1200,일반,1,79.3,56.5,454,거,0,0
2,2250000,2250000,2250000,20251226,고트맨,0054089,부산경남,한국,0,0,0,0,0,0,2,2,별정A,4,국6등급,0,20260123,1200,일반,1,77.7,56.5,490,거,0,0
3,0,0,0,20260102,이글스,3107904,제주,한국,0,0,0,0,0,0,2,2,별정A,9,제6등급,0,20260123,800,일반,1,68.7,55,255,암,0,0
2,12040000,12040000,9940000,20250912,세븐언더,3107390,제주,한국,1,1,0,0,16.7,16.7,6,6,핸디캡,7,제5등급,5,20260123,900,일반,2,74.5,53,291,수,16.7,16.7
4,14070000,10570000,1470000,20241004,블루라이트,3104323,제주,한국,1,1,0,0,7.7,12.5,13,8,핸디캡,9,제5등급,1,20260123,900,일반,2,76.6,51,264,암,7.7,12.5
2,6600000,6600000,6600000,20251024,원플러스원,0053805,부산경남,한국,0,0,1,1,25,25,4,4,별정A,9,국6등급,0,20260123,1400,일반,3,92.9,56.5,496,수,0,0
4,21000000,21000000,14400000,20250629,챔프의시대,0051443,부산경남,한국,0,0,2,2,25,25,8,8,핸디캡,6,국5등급,28,20260123,1400,일반,4,89.9,52.5,445,암,0,0
3,53000000,53000000,31300000,20250328,태극성,3104804,제주,한국,4,4,0,0,40,44.4,10,9,핸디캡,6,제4등급,39,20260123,1110,일반,4,93.9,60,270,암,40,44.4
4,47790000,40650000,13000000,20241025,금촌제일,3104284,제주,한국,3,3,3,1,66.7,66.7,9,6,핸디캡,9,제4등급,27,20260123,1110,일반,4,94.3,54,265,거,33.3,50
3,59700000,59700000,43500000,20250613,벌마의강자,0053279,부산경남,한국,2,2,1,1,60,60,5,5,핸디캡,1,국5등급,35,20260123,1300,일반,5,82.9,53.5,497,수,40,40
5,67110000,16220000,0,20230609,한라원탑,3103938,제주,한국,4,1,1,0,22.7,16.7,22,6,핸디캡,9,제4등급,27,20260123,1110,일반,5,96.9,53.5,280,거,18.2,16.7
2,10220000,10220000,10220000,20260102,민강의힘,3107488,제주,한국,1,1,1,1,100,100,2,2,별정A,1,제6등급,6,20260124,900,일반,1,73.7,55,300,거,50,50
3,0,0,0,20260124,영원한루체아,0053091,서울,한국,0,0,0,0,0,0,1,1,별정A,11,국6등급,0,20260124,1200,일반,1,79.7,54.5,469,암,0,0
2,9900000,9900000,9900000,20260124,우항상스타,0053901,서울,한국,0,0,1,1,100,100,1,1,별정A,2,국6등급,0,20260124,1200,일반,1,75.3,54.5,475,암,0,0
2,4200000,4200000,4200000,20251226,멋진선택,3107505,제주,한국,0,0,1,1,50,50,2,2,별정A,4,제6등급,0,20260124,900,일반,1,74.1,55,256,수,0,0
4,190800000,41250000,0,20240706,태평레전드,0050793,서울,한국,5,1,1,0,40,16.7,15,6,핸디캡,10,2등급,67,20260124,1600,일반,11,103,52.5,496,수,33.3,16.7
4,120600000,68250000,0,20240901,엠지베스트,0056403,서울,미국,2,1,2,1,33.3,33.3,12,6,핸디캡,6,2등급,67,20260124,1600,일반,11,101,52.5,508,수,16.7,16.7
5,245850000,139500000,4500000,20230826,우승콩코드,1412298,서울,한국,6,3,1,0,38.9,37.5,18,8,핸디캡,9,2등급,79,20260124,1600,일반,11,102.4,54,520,거,33.3,37.5
4,12880000,7980000,0,20240607,한도초과,3104184,제주,한국,1,1,1,0,14.3,25,14,4,핸디캡,10,제5등급,6,20260124,1000,일반,2,91.8,53.5,291,암,7.1,25
3,0,0,0,20251213,히어로드래건,0052916,서울,한국,0,0,0,0,0,0,2,2,별정A,11,국6등급,0,20260124,1200,일반,2,78.8,54.5,455,암,0,0
5,10220000,10220000,0,20250718,신의명장,3103913,제주,한국,1,1,1,1,33.3,33.3,6,6,핸디캡,9,제5등급,1,20260124,1000,일반,2,85.7,51,270,암,16.7,16.7
4,45710000,35490000,30660000,20240607,영웅본색,3103607,제주,한국,3,2,4,3,50,55.6,14,9,핸디캡,2,제5등급,25,20260124,1110,일반,3,95.1,60,279,거,21.4,22.2
6,50230000,6720000,5670000,20230106,가속직진,3102957,제주,한국,2,0,3,0,12.5,0,40,10,핸디캡,9,제5등급,1,20260124,1110,일반,3,98.3,51,259,암,5,0
6,218900000,18000000,3750000,20221022,스틸플레이,0046614,서울,한국,4,0,3,0,26.9,0,26,5,핸디캡,4,혼3등급,60,20260124,1800,일반,4,117.8,51,513,수,15.4,0
7,82410000,1300000,0,20220716,캡틴파도,3101700,제주,한국,4,0,4,0,20.5,0,39,8,핸디캡,9,제4등급,22,20260124,1200,일반,4,105.9,51.5,279,거,10.3,0
5,93000000,49630000,5270000,20241004,남조로,3103871,제주,한국,6,2,2,2,38.1,33.3,21,12,핸디캡,9,제3등급,41,20260124,1200,일반,5,103.1,51,268,거,28.6,16.7
3,19200000,19200000,0,20250531,신라의파이터,0053520,서울,한국,1,1,0,0,14.3,14.3,7,7,핸디캡,11,국5등급,27,20260124,1400,일반,6,90.8,51,529,수,14.3,14.3
4,145840000,87120000,31620000,20231020,폭풍일호,3103709,제주,한국,9,4,2,1,91.7,83.3,12,6,핸디캡,2,제1등급,97,20260124,1300,일반,6,110.3,57,304,수,75,66.7
7,210520000,20370000,3080000,20210828,대성대왕,3018541,제주,한국,7,0,9,1,35.6,14.3,45,7,핸디캡,4,제1등급,83,20260124,1300,일반,6,110.8,52,265,수,15.6,0
4,47550000,47550000,47550000,20251115,컴플리트디바,0051200,서울,한국,2,2,0,0,66.7,66.7,3,3,핸디캡,1,국5등급,36,20260124,1200,일반,7,74.5,52.5,488,암,66.7,66.7
3,0,0,0,20251025,카인드큐피드,0057326,서울,미국,0,0,0,0,0,0,3,3,핸디캡,11,혼4등급,36,20260124,1700,일반,8,114.7,52.5,496,암,0,0
3,28800000,28800000,8400000,20250504,사바나건,0054388,서울,미국,0,0,1,1,16.7,16.7,6,6,핸디캡,3,혼4등급,42,20260124,1400,일반,9,87.9,52.5,438,암,0,0
4,45150000,41400000,38400000,20241130,원더풀에이원,0054727,서울,미국,1,1,0,0,12.5,20,8,5,핸디캡,5,혼4등급,46,20260124,1400,일반,9,88.4,56,474,수,12.5,20
4,8400000,8400000,8400000,20251102,마이티대시,0055591,서울,미국,0,0,0,0,0,0,2,2,핸디캡,94,혼4등급,41,20260124,1400,일반,9,0,51,0,수,0,0
2,7650000,7650000,5400000,20250720,선더런,0053976,서울,한국,0,0,0,0,0,0,8,8,별정A,4,국6등급,0,20260125,1200,일반,1,76.7,56.5,473,거,0,0
5,229500000,96750000,36000000,20230722,신의여제,0046822,서울,한국,4,1,4,3,38.1,44.4,21,9,핸디캡,2,국3등급,65,20260125,1400,일반,10,86.7,56,465,암,19,11.1
4,123900000,19500000,0,20240413,골드시대,0047132,서울,한국,2,0,5,1,38.9,14.3,18,7,핸디캡,7,국3등급,52,20260125,1400,일반,10,88.8,53.5,504,거,11.1,0
4,146700000,118050000,43500000,20241222,임로,0051442,서울,한국,4,3,1,0,45.5,37.5,11,8,핸디캡,94,국3등급,54,20260125,1400,일반,10,0,54,0,수,36.4,37.5
5,61500000,45000000,2250000,20240310,로맨스블루,0050250,부산경남,한국,1,1,2,1,13.6,18.2,22,11,핸디캡,4,국5등급,31,20260125,1200,일반,2,77.1,53,480,암,4.5,9.1
3,20700000,20700000,0,20250124,천풍,0051507,부산경남,한국,1,1,0,0,8.3,9.1,12,11,핸디캡,8,국5등급,25,20260125,1200,일반,2,77.8,51,481,거,8.3,9.1
3,0,0,0,20251220,골드스텝,0051450,서울,한국,0,0,0,0,0,0,2,2,별정A,9,국6등급,0,20260125,1300,일반,2,84.5,55,464,암,0,0
3,22050000,22050000,20250000,20250810,비트보이,0052974,부산경남,한국,1,1,0,0,20,20,5,5,핸디캡,4,국5등급,29,20260125,1800,일반,3,119.8,53.5,513,수,20,20
2,58050000,58050000,58050000,20251102,클러치매직,0053493,서울,한국,2,2,0,0,50,50,4,4,핸디캡,1,국5등급,42,20260125,1400,일반,4,87.7,56,518,수,50,50
5,24600000,11400000,3000000,20240223,펀처,0054081,부산경남,미국,0,0,0,0,0,0,12,3,핸디캡,4,혼4등급,39,20260125,1200,일반,4,75.8,51,509,거,0,0
3,34650000,34650000,34650000,20251108,홀리티아라,0052950,서울,한국,1,1,1,1,66.7,66.7,3,3,핸디캡,6,국5등급,30,20260125,1400,일반,4,90.4,53.5,480,암,33.3,33.3
6,162450000,22500000,3000000,20230729,파이어매직,0045189,부산경남,한국,2,0,6,1,29.6,11.1,27,9,핸디캡,5,혼3등급,55,20260125,1400,일반,6,89,54,476,거,7.4,0
4,83700000,48300000,40200000,20240914,라온니진스키,0051240,서울,한국,2,1,1,1,23.1,28.6,13,7,핸디캡,2,혼4등급,41,20260125,1600,일반,7,100.6,52.5,455,거,15.4,14.3
4,346000000,97300000,60500000,20240119,헌터드래곤,0047512,부산경남,한국,7,1,4,1,52.4,25,21,8,핸디캡,8,1등급,87,20260125,1800,일반,7,118.5,55,487,거,33.3,12.5
3,130950000,130950000,3600000,20250322,슈프림삭스,0054794,서울,미국,3,3,1,1,40,44.4,10,9,핸디캡,10,2등급,66,20260125,1800,일반,9,120.3,52.5,499,거,30,33.3
2,9100000,9100000,9100000,20260109,동방불패,3107611,제주,한국,1,1,0,0,50,50,2,2,별정A,1,제6등급,2,20260130,900,일반,1,75.4,55,280,암,50,50
2,6300000,6300000,6300000,20250829,유수여신,3107336,제주,한국,0,0,1,1,20,20,5,5,별정A,10,제6등급,0,20260130,900,일반,1,81.1,55,277,암,0,0
3,5320000,5320000,5320000,20250523,지구여신,3104678,제주,한국,0,0,1,1,20,20,5,5,별정A,2,제6등급,0,20260130,900,일반,1,75.5,55,303,암,0,0
3,2380000,2380000,2380000,20250808,블루칸,3107876,제주,한국,0,0,0,0,0,0,6,6,별정A,7,제6등급,0,20260130,900,일반,1,76.7,55,275,거,0,0
3,980000,980000,980000,20251115,번개바람,3104600,제주,한국,0,0,0,0,0,0,3,3,별정A,8,제6등급,0,20260130,900,일반,1,77.2,55,292,거,0,0
2,1500000,1500000,1500000,20251228,아이엠퀸,0053788,부산경남,한국,0,0,0,0,0,0,2,2,별정A,8,국6등급,0,20260130,1300,일반,1,86.3,54.5,462,암,0,0
3,11830000,11830000,5250000,20250627,슬기돌이,3104144,제주,한국,0,0,1,1,8.3,8.3,12,12,핸디캡,6,제5등급,1,20260130,900,일반,2,74.7,51,256,거,0,0
4,7840000,7840000,3920000,20250418,소나기,3104308,제주,한국,0,0,2,2,16.7,16.7,12,12,핸디캡,8,제5등급,1,20260130,900,일반,2,75.1,51,276,암,0,0
7,127970000,9620000,4420000,20220305,노을사랑,3019012,제주,한국,6,0,4,0,18.9,0,53,11,핸디캡,10,제4등급,27,20260130,1000,일반,4,84.5,53.5,212,암,11.3,0
4,29250000,27000000,6300000,20241103,퓨어마린,0051940,부산경남,한국,1,1,0,0,7.7,11.1,13,9,핸디캡,11,국5등급,27,20260130,1400,일반,4,91.1,52.5,468,암,7.7,11.1
5,62810000,45020000,13520000,20231229,장전공주,3103962,제주,한국,4,3,1,0,25,33.3,20,9,핸디캡,3,제4등급,28,20260130,1000,일반,4,82.6,53,290,암,20,33.3
8,103760000,11960000,0,20210219,광명황제,3018593,제주,한국,4,0,5,2,16.7,15.4,54,13,핸디캡,6,제4등급,29,20260130,1000,일반,4,83.2,54.5,296,거,7.4,0
3,58950000,24750000,24750000,20241108,글로벌하이,0051815,부산경남,한국,2,1,1,0,37.5,25,8,4,핸디캡,9,국5등급,35,20260130,1400,일반,4,90.6,53,517,수,25,25
7,122580000,5980000,5980000,20210108,탐라신화,3018576,제주,한국,9,0,4,1,23.6,20,55,5,핸디캡,10,제4등급,28,20260130,1110,일반,5,95.7,57,264,거,16.4,0
9,186311000,40660000,20150000,20180811,생각대로,3017623,제주,한국,7,1,16,2,33.8,50,68,6,핸디캡,1,제3등급,51,20260130,1200,일반,6,100.6,51,284,거,10.3,16.7
4,25500000,22500000,4500000,20241020,골든스폿,0051895,부산경남,한국,1,1,0,0,6.7,11.1,15,9,핸디캡,10,국5등급,25,20260130,1600,일반,6,105.3,52.5,462,암,6.7,11.1
3,73790000,48800000,22100000,20240927,와흘호,3104611,제주,한국,4,2,3,1,41.2,27.3,17,11,핸디캡,10,제3등급,43,20260130,1200,일반,6,102.2,52,274,수,23.5,18.2
11,176622000,43710000,24800000,20180505,일대강자,3016908,제주,한국,8,1,8,2,22.9,42.9,70,7,핸디캡,3,제3등급,60,20260130,1200,일반,6,101.4,60,278,거,11.4,14.3
5,107950000,63750000,43500000,20230825,상임스타,0046906,부산경남,한국,1,1,5,2,16.7,21.4,36,14,핸디캡,8,혼4등급,37,20260130,1600,일반,7,103.4,52.5,457,암,2.8,7.1
6,197390000,1850000,0,20220930,낭만세상,3102365,제주,한국,8,0,7,0,25,0,60,13,핸디캡,9,제2등급,62,20260130,1200,일반,7,102.6,52,280,암,13.3,0
4,155550000,120900000,12000000,20240802,유니언챔프,0050699,부산경남,한국,3,2,4,3,58.3,55.6,12,9,핸디캡,11,국3등급,53,20260130,1800,일반,8,119.8,52.5,452,암,25,22.2
4,0,0,0,20260102,빛나는별,3104098,제주,한국,0,0,0,0,0,0,3,3,별정A,10,제6등급,0,20260131,900,일반,1,80,55,250,거,0,0
3,0,0,0,20260131,베스트밍크,0053171,서울,한국,0,0,0,0,0,0,1,1,별정A,11,국6등급,0,20260131,1300,일반,1,98.6,54.5,462,암,0,0
2,3220000,3220000,3220000,20251114,대왕비,3108211,제주,한국,0,0,1,1,25,25,4,4,별정A,2,제6등급,0,20260131,900,일반,1,74.9,55,277,암,0,0
2,6300000,6300000,6300000,20251228,태극왕자,0053792,서울,한국,0,0,0,0,0,0,2,2,별정A,3,국6등급,0,20260131,1300,일반,1,83.5,56.5,519,수,0,0
3,6720000,6720000,6720000,20251107,천상태양,3108145,제주,한국,0,0,0,0,0,0,4,4,별정A,3,제6등급,0,20260131,900,일반,1,75.6,55,278,거,0,0
2,2100000,2100000,2100000,20251219,황해랑,3107606,제주,한국,0,0,0,0,0,0,3,3,별정A,6,제6등급,0,20260131,900,일반,1,76.4,55,288,암,0,0
3,0,0,0,20260131,출정식,3107456,제주,한국,0,0,0,0,0,0,1,1,별정A,8,제6등급,0,20260131,900,일반,1,77.2,55,275,암,0,0
3,2100000,2100000,0,20250627,흑룡스타,3104234,제주,한국,0,0,0,0,0,0,4,4,별정A,9,제6등급,0,20260131,900,일반,1,79.6,55,279,암,0,0
5,165100000,14250000,14250000,20231231,국대파이터,0047079,서울,한국,4,0,2,0,33.3,0,18,6,핸디캡,4,혼3등급,62,20260131,1200,일반,10,74.1,56.5,477,수,22.2,0
3,161550000,56100000,0,20240928,마이티조이,0054730,서울,미국,2,0,4,3,50,50,12,6,핸디캡,7,2등급,67,20260131,1400,일반,11,87.3,52.5,462,수,16.7,0
3,1800000,1800000,1800000,20251101,나이트강자,0052945,서울,한국,0,0,0,0,0,0,2,2,별정A,94,국6등급,0,20260131,1200,일반,2,0,56.5,517,수,0,0
2,22800000,22800000,22800000,20251018,명브레이싱,0053137,서울,한국,0,0,2,2,50,50,4,4,별정A,2,국6등급,26,20260131,1400,일반,3,89.4,56.5,445,수,0,0
4,28000000,25900000,17010000,20250111,일류왕,3104182,제주,한국,0,0,4,4,33.3,40,12,10,핸디캡,2,제5등급,15,20260131,1000,일반,3,83.2,56.5,262,거,0,0
3,11270000,10570000,8470000,20250321,으뜸여신,3104697,제주,한국,1,1,0,0,25,33.3,4,3,핸디캡,4,제5등급,3,20260131,1000,일반,3,83.4,51.5,221,암,25,33.3
5,43220000,21840000,14700000,20240308,신발진,3103516,제주,한국,2,1,0,0,8.7,10,23,10,핸디캡,7,제5등급,9,20260131,1000,일반,3,84.4,55,265,암,8.7,10
5,59590000,28140000,10500000,20230324,황금대,3102920,제주,한국,2,2,4,0,15.4,13.3,39,15,핸디캡,9,제5등급,18,20260131,1000,일반,3,86.3,59.5,276,거,5.1,13.3
6,104720000,35700000,9700000,20230922,마마골드,3101513,제주,한국,7,2,3,1,33.3,27.3,30,11,핸디캡,8,제4등급,40,20260131,1110,일반,4,93.8,59.5,296,암,23.3,18.2
6,106760000,7020000,5200000,20211023,역발산,3019040,제주,한국,5,0,3,0,18.2,0,44,10,핸디캡,9,제4등급,30,20260131,1110,일반,4,94,54.5,266,수,11.4,0
4,98380000,44180000,0,20231201,천황후,3103645,제주,한국,6,2,3,2,37.5,40,24,10,핸디캡,10,제3등급,45,20260131,1300,일반,5,116.1,52.5,282,암,25,20
5,52200000,18450000,2250000,20240323,음성파워,0046825,서울,한국,1,0,2,1,15.8,11.1,19,9,핸디캡,4,국5등급,29,20260131,1700,일반,5,114.2,54,520,거,5.3,0
3,22950000,22950000,2250000,20250531,글로벌기상,0052134,서울,한국,1,1,0,0,12.5,12.5,8,8,핸디캡,6,국5등급,26,20260131,1700,일반,5,114.6,52.5,480,암,12.5,12.5
7,113260000,43650000,6200000,20210806,세기등극,3018948,제주,한국,6,2,6,1,36.4,27.3,33,11,핸디캡,8,제3등급,56,20260131,1300,일반,5,113.6,58,315,암,18.2,18.2
9,167116000,19840000,0,20190531,불빛최강,3017944,제주,한국,8,1,6,0,21.5,14.3,65,7,핸디캡,9,제3등급,45,20260131,1300,일반,5,114.3,52.5,286,거,12.3,14.3
14,590025860,12620000,12620000,20140705,황용신화,3014909,제주,한국,21,0,12,1,23.4,20,141,5,핸디캡,2,제1등급,109,20260131,1610,일반,6,133.5,54,297,거,14.9,0
3,89250000,86250000,53250000,20240914,마니노다지,0051871,서울,한국,2,2,4,4,46.2,75,13,8,핸디캡,4,혼4등급,45,20260131,1200,일반,6,75,57,502,거,15.4,25
12,764398000,30000000,22500000,20160806,태왕별,3016416,제주,한국,17,0,8,0,25.8,0,97,5,핸디캡,6,제1등급,117,20260131,1610,일반,6,134.9,59,330,거,17.5,0
4,119100000,14400000,3000000,20231007,볼린,0047192,서울,한국,3,0,0,0,15,0,20,5,핸디캡,11,국4등급,48,20260131,1700,일반,8,114.8,54.5,492,수,15,0
3,162650000,162650000,11400000,20250629,무제한급,0052933,서울,한국,3,3,0,0,50,50,6,6,핸디캡,3,국4등급,43,20260131,1700,일반,8,112.5,53.5,503,수,50,50
3,18000000,18000000,18000000,20251227,슈퍼땅콩,0053369,서울,한국,1,1,0,0,50,50,2,2,별정A,1,국6등급,29,20260201,1200,일반,1,74.9,54.5,442,암,50,50
3,0,0,0,20260201,코발트블루,0052993,서울,한국,0,0,0,0,0,0,1,1,별정A,10,국6등급,0,20260201,1200,일반,1,81,54.5,506,암,0,0
2,2400000,2400000,2400000,20251018,라온킹스맨,0053645,서울,한국,0,0,0,0,0,0,4,4,별정A,7,국6등급,0,20260201,1200,일반,1,77.9,56.5,476,수,0,0
3,2250000,2250000,2250000,20251128,파워풀루비,0053313,부산경남,한국,0,0,0,0,0,0,3,3,별정A,6,국6등급,0,20260201,1300,일반,2,84.3,54.5,436,암,0,0
2,25050000,25050000,16500000,20250830,거센돌격,0053877,서울,한국,1,1,0,0,20,20,5,5,핸디캡,10,국5등급,28,20260201,1300,일반,3,83.6,54.5,447,거,20,20
4,51850000,20700000,16200000,20230917,마이티캡,0047348,서울,한국,1,0,2,1,21.4,12.5,14,8,핸디캡,3,국5등급,28,20260201,1300,일반,3,82.4,52.5,497,암,7.1,0
6,67350000,7800000,0,20230409,퍼플신화,0045289,서울,한국,1,0,3,0,12.1,0,33,13,핸디캡,10,국5등급,31,20260201,1400,일반,4,90.6,51.5,457,거,3,0
4,24300000,24300000,0,20240802,다이아나이트,0052097,부산경남,한국,1,1,1,1,15.4,18.2,13,11,핸디캡,12,국5등급,25,20260201,1400,일반,4,93.1,53,451,거,7.7,9.1
4,107400000,86700000,38400000,20241122,소우굿,0051581,부산경남,한국,3,2,1,1,30.8,33.3,13,9,핸디캡,5,국4등급,45,20260201,1400,일반,5,89.7,56,453,수,23.1,22.2
3,18000000,18000000,0,20250719,보스토크,0051885,서울,한국,1,1,0,0,16.7,16.7,6,6,핸디캡,94,국5등급,27,20260201,1200,일반,5,0,52,0,암,16.7,16.7
4,22950000,0,0,20231224,골든나이스,0047364,부산경남,한국,0,0,1,0,3.3,0,30,13,핸디캡,10,혼4등급,23,20260201,1800,일반,6,120.2,52.5,451,암,0,0
5,140900000,18000000,0,20221002,창창대로,0046072,부산경남,한국,2,0,2,1,9.5,6.3,42,16,핸디캡,9,혼4등급,41,20260201,1800,일반,6,119.8,52,496,수,4.8,0
3,770550000,674800000,19800000,20240712,마이드림데이,0050931,부산경남,한국,3,2,6,3,52.9,55.6,17,9,핸디캡,8,2등급,75,20260201,1600,일반,7,101.6,56,501,수,17.6,22.2
6,374550000,45100000,45100000,20221120,아르고스마일,0046042,서울,한국,6,0,6,1,54.5,16.7,22,6,핸디캡,4,1등급,89,20260201,1800,일반,9,117.1,53.5,519,수,27.3,0
5,387300000,156800000,53900000,20231007,만대로,1412322,서울,한국,7,2,4,1,45.8,33.3,24,9,핸디캡,5,1등급,85,20260201,1800,일반,9,117.3,52.5,486,수,29.2,22.2
6,397600000,240550000,118800000,20220917,지모션,0045183,서울,한국,5,3,10,5,45.5,80,33,10,핸디캡,94,1등급,84,20260201,1800,일반,9,0,52.5,456,거,15.2,30
3,0,0,0,20250905,산마루,3107439,제주,한국,0,0,0,0,0,0,2,2,별정A,10,제6등급,0,20260206,800,일반,1,68.6,55,269,암,0,0
2,0,0,0,20260206,와일드점프,0053391,부산경남,한국,0,0,0,0,0,0,1,1,별정A,11,국6등급,0,20260206,1200,일반,1,81.7,54,483,암,0,0
2,6300000,6300000,6300000,20260206,다이아킹덤,0053907,부산경남,한국,0,0,0,0,0,0,1,1,별정A,3,국6등급,0,20260206,1200,일반,1,78.8,56,485,수,0,0
3,980000,980000,980000,20250718,봄앤봄,3105338,제주,한국,0,0,0,0,0,0,3,3,별정A,4,제6등급,0,20260206,800,일반,1,66.5,55,292,거,0,0
4,700000,700000,700000,20260206,장타신화,3104211,제주,한국,0,0,0,0,0,0,1,1,별정A,5,제6등급,0,20260206,800,일반,1,67.5,55,238,암,0,0
3,0,0,0,20260206,골드아치,0054162,부산경남,한국,0,0,0,0,0,0,1,1,별정A,7,국6등급,0,20260206,1200,일반,1,80.3,52,419,암,0,0
2,0,0,0,20260206,서유기,3107314,제주,한국,0,0,0,0,0,0,1,1,별정A,8,제6등급,0,20260206,800,일반,1,68.4,55,278,수,0,0
2,0,0,0,20260206,한백제일,3107412,제주,한국,0,0,0,0,0,0,1,1,별정A,9,제6등급,0,20260206,800,일반,1,68.4,55,286,암,0,0
4,9820000,0,0,20231020,웅비성,3103557,제주,한국,0,0,1,0,11.1,0,9,1,핸디캡,10,제5등급,1,20260206,900,일반,2,78.7,51,330,수,0,0
4,1500000,0,0,20240906,서귀프린세스,0050878,부산경남,한국,0,0,0,0,0,0,17,9,별정A,12,국6등급,0,20260206,1300,일반,2,86.7,55,439,암,0,0
2,0,0,0,20260206,타이거블루,0055127,부산경남,한국,0,0,0,0,0,0,1,1,별정A,7,국6등급,0,20260206,1300,일반,2,84.9,56,549,수,0,0
4,8400000,8400000,6300000,20240628,노을소리,3103408,제주,한국,0,0,0,0,0,0,17,13,핸디캡,8,제5등급,1,20260206,900,일반,2,76.5,51,245,암,0,0
